-2.0e0 -2.0e0 5.65e0 5.65e0
-1.8125e0 -2.0e0 6.041906e0 6.041906e0
-1.625e0 -2.0e0 6.4537048e0 6.4537048e0
-1.4375e0 -2.0e0 6.896429e0 6.896429e0
-1.25e0 -2.0e0 7.39e0 7.39e0
-1.0625e0 -2.0e0 7.9733197e0 7.9733197e0
-8.75e-1 -2.0e0 8.731221e0 8.731221e0
-6.875e-1 -2.0e0 9.87807e0 9.87807e0
-5.0e-1 -2.0e0 1.21e1 1.21e1
-3.125e-1 -2.0e0 1.8677505e1 1.8677505e1
-1.25e-1 -2.0e0 7.2775e1 7.2775e1
6.25e-2 -2.0e0 2.6511255e2 2.6511255e2
2.5e-1 -2.0e0 2.545e1 2.545e1
4.375e-1 -2.0e0 1.5012383e1 1.5012383e1
6.25e-1 -2.0e0 1.2685e1 1.2685e1
8.125e-1 -2.0e0 1.1977368e1 1.1977368e1
1.0e0 -2.0e0 1.18e1 1.18e1
1.1875e0 -2.0e0 1.18466325e1 1.18466325e1
1.375e0 -2.0e0 1.2003907e1 1.2003907e1
1.5625e0 -2.0e0 1.22221e1 1.22221e1
1.75e0 -2.0e0 1.24765323e1 1.24765323e1
1.9375e0 -2.0e0 1.27538695e1 1.27538695e1
2.125e0 -2.0e0 1.30464644e1 1.30464644e1
2.3125e0 -2.0e0 1.33494957e1 1.33494957e1
2.5e0 -2.0e0 1.366e1 1.366e1

-2.0e0 -1.8125e0 nan nan
-1.8125e0 -1.8125e0 nan nan
-1.625e0 -1.8125e0 nan nan
-1.4375e0 -1.8125e0 nan nan
-1.25e0 -1.8125e0 nan nan
-1.0625e0 -1.8125e0 nan nan
-8.75e-1 -1.8125e0 nan nan
-6.875e-1 -1.8125e0 nan nan
-5.0e-1 -1.8125e0 nan nan
-3.125e-1 -1.8125e0 nan nan
-1.25e-1 -1.8125e0 nan nan
6.25e-2 -1.8125e0 1.606121e2 1.606121e2
2.5e-1 -1.8125e0 2.103057e1 2.103057e1
4.375e-1 -1.8125e0 1.3473268e1 1.3473268e1
6.25e-1 -1.8125e0 1.1648848e1 1.1648848e1
8.125e-1 -1.8125e0 1.10674568e1 1.10674568e1
1.0e0 -1.8125e0 1.09164063e1 1.09164063e1
1.1875e0 -1.8125e0 1.09548355e1 1.09548355e1
1.375e0 -1.8125e0 1.1089755e1 1.1089755e1
1.5625e0 -1.8125e0 1.12794843e1 1.12794843e1
1.75e0 -1.8125e0 1.15026237e1 1.15026237e1
1.9375e0 -1.8125e0 1.1747373e1 1.1747373e1
2.125e0 -1.8125e0 1.20066124e1 1.20066124e1
2.3125e0 -1.8125e0 1.22762617e1 1.22762617e1
2.5e0 -1.8125e0 1.25533112e1 1.25533112e1

-2.0e0 -1.625e0 nan nan
-1.8125e0 -1.625e0 nan nan
-1.625e0 -1.625e0 nan nan
-1.4375e0 -1.625e0 nan nan
-1.25e0 -1.625e0 nan nan
-1.0625e0 -1.625e0 nan nan
-8.75e-1 -1.625e0 nan nan
-6.875e-1 -1.625e0 nan nan
-5.0e-1 -1.625e0 nan nan
-3.125e-1 -1.625e0 nan nan
-1.25e-1 -1.625e0 nan nan
6.25e-2 -1.625e0 9.8245932e1 9.8245932e1
2.5e-1 -1.625e0 1.751954e1 1.751954e1
4.375e-1 -1.625e0 1.2112419e1 1.2112419e1
6.25e-1 -1.625e0 1.07010675e1 1.07010675e1
8.125e-1 -1.625e0 1.02301962e1 1.02301962e1
1.0e0 -1.625e0 1.0103125e1 1.0103125e1
1.1875e0 -1.625e0 1.01338136e1 1.01338136e1
1.375e0 -1.625e0 1.02476924e1 1.02476924e1
1.5625e0 -1.625e0 1.04100912e1 1.04100912e1
1.75e0 -1.625e0 1.06029e1 1.06029e1
1.9375e0 -1.625e0 1.08157887e1 1.08157887e1
2.125e0 -1.625e0 1.10423074e1 1.10423074e1
2.3125e0 -1.625e0 1.12787161e1 1.12787161e1
2.5e0 -1.625e0 1.15225249e1 1.15225249e1

-2.0e0 -1.4375e0 nan nan
-1.8125e0 -1.4375e0 nan nan
-1.625e0 -1.4375e0 nan nan
-1.4375e0 -1.4375e0 nan nan
-1.25e0 -1.4375e0 nan nan
-1.0625e0 -1.4375e0 nan nan
-8.75e-1 -1.4375e0 nan nan
-6.875e-1 -1.4375e0 nan nan
-5.0e-1 -1.4375e0 nan nan
-3.125e-1 -1.4375e0 nan nan
-1.25e-1 -1.4375e0 nan nan
6.25e-2 -1.4375e0 6.0966565e1 6.0966565e1
2.5e-1 -1.4375e0 1.4725644e1 1.4725644e1
4.375e-1 -1.4375e0 1.0914172e1 1.0914172e1
6.25e-1 -1.4375e0 9.8403e0 9.8403e0
8.125e-1 -1.4375e0 9.4653581e0 9.4653581e0
1.0e0 -1.4375e0 9.3601563e0 9.3601563e0
1.1875e0 -1.4375e0 9.3840143e0 9.3840143e0
1.375e0 -1.4375e0 9.4781525e0 9.4781525e0
1.5625e0 -1.4375e0 9.6145206e0 9.6145206e0
1.75e0 -1.4375e0 9.7779688e0 9.7779688e0
1.9375e0 -1.4375e0 9.9596268e0 9.9596268e0
2.125e0 -1.4375e0 1.0154095e1 1.0154095e1
2.3125e0 -1.4375e0 1.03578731e1 1.03578731e1
2.5e0 -1.4375e0 1.05687411e1 1.05687411e1

-2.0e0 -1.25e0 nan nan
-1.8125e0 -1.25e0 nan nan
-1.625e0 -1.25e0 nan nan
-1.4375e0 -1.25e0 nan nan
-1.25e0 -1.25e0 nan nan
-1.0625e0 -1.25e0 nan nan
-8.75e-1 -1.25e0 nan nan
-6.875e-1 -1.25e0 nan nan
-5.0e-1 -1.25e0 nan nan
-3.125e-1 -1.25e0 nan nan
-1.25e-1 -1.25e0 nan nan
6.25e-2 -1.25e0 3.8633212e1 3.8633212e1
2.5e-1 -1.25e0 1.25005e1 1.25005e1
4.375e-1 -1.25e0 9.8651775e0 9.8651775e0
6.25e-1 -1.25e0 9.065135e0 9.065135e0
8.125e-1 -1.25e0 8.7728725e0 8.7728725e0
1.0e0 -1.25e0 8.6875e0 8.6875e0
1.1875e0 -1.25e0 8.7053174e0 8.7053174e0
1.375e0 -1.25e0 8.7811249e0 8.7811249e0
1.5625e0 -1.25e0 8.8928424e0 8.8928424e0
1.75e0 -1.25e0 9.0282599e0 9.0282599e0
1.9375e0 -1.25e0 9.1797774e0 9.1797774e0
2.125e0 -1.25e0 9.3429149e0 9.3429149e0
2.3125e0 -1.25e0 9.5147424e0 9.5147424e0
2.5e0 -1.25e0 9.69318e0 9.69318e0

-2.0e0 -1.0625e0 nan nan
-1.8125e0 -1.0625e0 nan nan
-1.625e0 -1.0625e0 nan nan
-1.4375e0 -1.0625e0 nan nan
-1.25e0 -1.0625e0 nan nan
-1.0625e0 -1.0625e0 nan nan
-8.75e-1 -1.0625e0 nan nan
-6.875e-1 -1.0625e0 nan nan
-5.0e-1 -1.0625e0 nan nan
-3.125e-1 -1.0625e0 nan nan
-1.25e-1 -1.0625e0 nan nan
6.25e-2 -1.0625e0 2.5216072e1 2.5216072e1
2.5e-1 -1.0625e0 1.072983e1 1.072983e1
4.375e-1 -1.0625e0 8.9542056e0 8.9542056e0
6.25e-1 -1.0625e0 8.3742825e0 8.3742825e0
8.125e-1 -1.0625e0 8.1526694e0 8.1526694e0
1.0e0 -1.0625e0 8.0851563e0 8.0851563e0
1.1875e0 -1.0625e0 8.097753e0 8.097753e0
1.375e0 -1.0625e0 8.15681e0 8.15681e0
1.5625e0 -1.0625e0 8.2455869e0 8.2455869e0
1.75e0 -1.0625e0 8.3542737e0 8.3542737e0
1.9375e0 -1.0625e0 8.4770406e0 8.4770406e0
2.125e0 -1.0625e0 8.6099374e0 8.6099374e0
2.3125e0 -1.0625e0 8.7506242e0 8.7506242e0
2.5e0 -1.0625e0 8.8973112e0 8.8973112e0

-2.0e0 -8.75e-1 nan nan
-1.8125e0 -8.75e-1 nan nan
-1.625e0 -8.75e-1 nan nan
-1.4375e0 -8.75e-1 nan nan
-1.25e0 -8.75e-1 nan nan
-1.0625e0 -8.75e-1 nan nan
-8.75e-1 -8.75e-1 nan nan
-6.875e-1 -8.75e-1 nan nan
-5.0e-1 -8.75e-1 nan nan
-3.125e-1 -8.75e-1 nan nan
-1.25e-1 -8.75e-1 nan nan
6.25e-2 -8.75e-1 1.7128844e1 1.7128844e1
2.5e-1 -8.75e-1 9.32596e0 9.32596e0
4.375e-1 -8.75e-1 8.1714563e0 8.1714563e0
6.25e-1 -8.75e-1 7.7665425e0 7.7665425e0
8.125e-1 -8.75e-1 7.6046687e0 7.6046687e0
1.0e0 -8.75e-1 7.553125e0 7.553125e0
1.1875e0 -8.75e-1 7.5613812e0 7.5613812e0
1.375e0 -8.75e-1 7.6054074e0 7.6054074e0
1.5625e0 -8.75e-1 7.6729536e0 7.6729536e0
1.75e0 -8.75e-1 7.7567899e0 7.7567899e0
1.9375e0 -8.75e-1 7.8522263e0 7.8522263e0
2.125e0 -8.75e-1 7.9562724e0 7.9562724e0
2.3125e0 -8.75e-1 8.0670387e0 8.0670387e0
2.5e0 -8.75e-1 8.182975e0 8.182975e0

-2.0e0 -6.875e-1 nan nan
-1.8125e0 -6.875e-1 nan nan
-1.625e0 -6.875e-1 nan nan
-1.4375e0 -6.875e-1 nan nan
-1.25e0 -6.875e-1 nan nan
